# theta_low theta_high x_low x_high theta_center x_center ratio_integral err_integral ratio_width err_width
0.000000 6.000000 58.500000 75.500000 3.000000 67.000000 1.063623 0.000634 0.919810 0.000126
0.000000 6.000000 75.500000 84.000000 3.000000 79.750000 1.095797 0.000800 0.920933 0.000149
0.000000 6.000000 84.000000 92.500000 3.000000 88.250000 1.074300 0.000779 0.921063 0.000147
0.000000 6.000000 92.500000 101.000000 3.000000 96.750000 1.102145 0.000780 0.921618 0.000150
0.000000 6.000000 101.000000 109.500000 3.000000 105.250000 1.075606 0.000758 0.920028 0.000158
0.000000 6.000000 109.500000 118.000000 3.000000 113.750000 1.054609 0.000760 0.919701 0.000159
0.000000 6.000000 118.000000 126.500000 3.000000 122.250000 1.054044 0.000767 0.919149 0.000155
0.000000 6.000000 126.500000 135.000000 3.000000 130.750000 1.081869 0.000788 0.921791 0.000150
0.000000 6.000000 135.000000 143.500000 3.000000 139.250000 1.096050 0.000790 0.922785 0.000155
0.000000 6.000000 143.500000 152.000000 3.000000 147.750000 1.059846 0.000782 0.923569 0.000164
0.000000 6.000000 152.000000 160.500000 3.000000 156.250000 1.029320 0.000747 0.922555 0.000158
0.000000 6.000000 160.500000 169.000000 3.000000 164.750000 1.090341 0.000843 0.921275 0.000166
0.000000 6.000000 169.000000 177.500000 3.000000 173.250000 1.064707 0.000811 0.923007 0.000169
0.000000 6.000000 177.500000 186.000000 3.000000 181.750000 1.087921 0.000770 0.928975 0.000163
0.000000 6.000000 186.000000 194.500000 3.000000 190.250000 1.098039 0.000791 0.927716 0.000166
0.000000 6.000000 194.500000 203.000000 3.000000 198.750000 1.088171 0.000780 0.925878 0.000165
0.000000 6.000000 203.000000 220.000000 3.000000 211.500000 1.045761 0.000810 0.925690 0.000172
6.000000 12.000000 58.500000 75.500000 9.000000 67.000000 1.025845 0.000420 0.932889 0.000106
6.000000 12.000000 75.500000 84.000000 9.000000 79.750000 1.027331 0.000521 0.933423 0.000131
6.000000 12.000000 84.000000 92.500000 9.000000 88.250000 1.039055 0.000527 0.932726 0.000135
6.000000 12.000000 92.500000 101.000000 9.000000 96.750000 1.027107 0.000521 0.934372 0.000134
6.000000 12.000000 101.000000 109.500000 9.000000 105.250000 1.034102 0.000530 0.933691 0.000136
6.000000 12.000000 109.500000 118.000000 9.000000 113.750000 1.024165 0.000536 0.935214 0.000133
6.000000 12.000000 118.000000 126.500000 9.000000 122.250000 1.023754 0.000545 0.934550 0.000137
6.000000 12.000000 126.500000 135.000000 9.000000 130.750000 1.008979 0.000537 0.933858 0.000138
6.000000 12.000000 135.000000 143.500000 9.000000 139.250000 1.013514 0.000536 0.936118 0.000139
6.000000 12.000000 143.500000 152.000000 9.000000 147.750000 1.004687 0.000535 0.936151 0.000141
6.000000 12.000000 152.000000 160.500000 9.000000 156.250000 1.016931 0.000543 0.936875 0.000143
6.000000 12.000000 160.500000 169.000000 9.000000 164.750000 1.021377 0.000545 0.936941 0.000142
6.000000 12.000000 169.000000 177.500000 9.000000 173.250000 1.025173 0.000554 0.936753 0.000145
6.000000 12.000000 177.500000 186.000000 9.000000 181.750000 1.017208 0.000544 0.936720 0.000144
6.000000 12.000000 186.000000 194.500000 9.000000 190.250000 1.032399 0.000550 0.937650 0.000146
6.000000 12.000000 194.500000 203.000000 9.000000 198.750000 1.029051 0.000551 0.939501 0.000147
6.000000 12.000000 203.000000 220.000000 9.000000 211.500000 1.046156 0.000610 0.939980 0.000155
12.000000 18.000000 58.500000 75.500000 15.000000 67.000000 1.047988 0.000439 0.957883 0.000115
12.000000 18.000000 75.500000 84.000000 15.000000 79.750000 1.054334 0.000538 0.959786 0.000138
12.000000 18.000000 84.000000 92.500000 15.000000 88.250000 1.071565 0.000542 0.960254 0.000140
12.000000 18.000000 92.500000 101.000000 15.000000 96.750000 1.075917 0.000555 0.959350 0.000144
12.000000 18.000000 101.000000 109.500000 15.000000 105.250000 1.071950 0.000569 0.958404 0.000142
12.000000 18.000000 109.500000 118.000000 15.000000 113.750000 1.075012 0.000573 0.959648 0.000146
12.000000 18.000000 118.000000 126.500000 15.000000 122.250000 1.078120 0.000567 0.961045 0.000144
12.000000 18.000000 126.500000 135.000000 15.000000 130.750000 1.069021 0.000567 0.960988 0.000146
12.000000 18.000000 135.000000 143.500000 15.000000 139.250000 1.072215 0.000566 0.961667 0.000147
12.000000 18.000000 143.500000 152.000000 15.000000 147.750000 1.071203 0.000559 0.960785 0.000152
12.000000 18.000000 152.000000 160.500000 15.000000 156.250000 1.055532 0.000555 0.960688 0.000151
12.000000 18.000000 160.500000 169.000000 15.000000 164.750000 1.060611 0.000570 0.960878 0.000151
12.000000 18.000000 169.000000 177.500000 15.000000 173.250000 1.060680 0.000579 0.961437 0.000150
12.000000 18.000000 177.500000 186.000000 15.000000 181.750000 1.054195 0.000570 0.960018 0.000153
12.000000 18.000000 186.000000 194.500000 15.000000 190.250000 1.055311 0.000578 0.961204 0.000155
12.000000 18.000000 194.500000 203.000000 15.000000 198.750000 1.052492 0.000570 0.960930 0.000157
12.000000 18.000000 203.000000 220.000000 15.000000 211.500000 1.059557 0.000621 0.961536 0.000163
18.000000 24.000000 58.500000 75.500000 21.000000 67.000000 1.063726 0.000476 0.972301 0.000126
18.000000 24.000000 75.500000 84.000000 21.000000 79.750000 1.072033 0.000569 0.975692 0.000156
18.000000 24.000000 84.000000 92.500000 21.000000 88.250000 1.072362 0.000592 0.975815 0.000158
18.000000 24.000000 92.500000 101.000000 21.000000 96.750000 1.079939 0.000602 0.976850 0.000159
18.000000 24.000000 101.000000 109.500000 21.000000 105.250000 1.080885 0.000626 0.976259 0.000163
18.000000 24.000000 109.500000 118.000000 21.000000 113.750000 1.092125 0.000628 0.976249 0.000166
18.000000 24.000000 118.000000 126.500000 21.000000 122.250000 1.091370 0.000632 0.977455 0.000169
18.000000 24.000000 126.500000 135.000000 21.000000 130.750000 1.085607 0.000642 0.976291 0.000167
18.000000 24.000000 135.000000 143.500000 21.000000 139.250000 1.081617 0.000644 0.976659 0.000171
18.000000 24.000000 143.500000 152.000000 21.000000 147.750000 1.085548 0.000646 0.975569 0.000172
18.000000 24.000000 152.000000 160.500000 21.000000 156.250000 1.076780 0.000651 0.976136 0.000172
18.000000 24.000000 160.500000 169.000000 21.000000 164.750000 1.085573 0.000637 0.977060 0.000169
18.000000 24.000000 169.000000 177.500000 21.000000 173.250000 1.075020 0.000650 0.976155 0.000174
18.000000 24.000000 177.500000 186.000000 21.000000 181.750000 1.071911 0.000645 0.976209 0.000175
18.000000 24.000000 186.000000 194.500000 21.000000 190.250000 1.068022 0.000652 0.975312 0.000175
18.000000 24.000000 194.500000 203.000000 21.000000 198.750000 1.078776 0.000644 0.977021 0.000178
18.000000 24.000000 203.000000 220.000000 21.000000 211.500000 1.073417 0.000708 0.973392 0.000191
24.000000 30.000000 58.500000 75.500000 27.000000 67.000000 1.042001 0.000482 0.975339 0.000139
24.000000 30.000000 75.500000 84.000000 27.000000 79.750000 1.050017 0.000576 0.979142 0.000168
24.000000 30.000000 84.000000 92.500000 27.000000 88.250000 1.054381 0.000568 0.978858 0.000167
24.000000 30.000000 92.500000 101.000000 27.000000 96.750000 1.046169 0.000571 0.980167 0.000170
24.000000 30.000000 101.000000 109.500000 27.000000 105.250000 1.053146 0.000585 0.980830 0.000174
24.000000 30.000000 109.500000 118.000000 27.000000 113.750000 1.059656 0.000603 0.980824 0.000177
24.000000 30.000000 118.000000 126.500000 27.000000 122.250000 1.054930 0.000615 0.980471 0.000177
24.000000 30.000000 126.500000 135.000000 27.000000 130.750000 1.051074 0.000624 0.979823 0.000180
24.000000 30.000000 135.000000 143.500000 27.000000 139.250000 1.061949 0.000630 0.979356 0.000185
24.000000 30.000000 143.500000 152.000000 27.000000 147.750000 1.056547 0.000642 0.979370 0.000185
24.000000 30.000000 152.000000 160.500000 27.000000 156.250000 1.052436 0.000645 0.979327 0.000185
24.000000 30.000000 160.500000 169.000000 27.000000 164.750000 1.054258 0.000652 0.979950 0.000189
24.000000 30.000000 169.000000 177.500000 27.000000 173.250000 1.047725 0.000658 0.979233 0.000189
24.000000 30.000000 177.500000 186.000000 27.000000 181.750000 1.055341 0.000655 0.979698 0.000190
24.000000 30.000000 186.000000 194.500000 27.000000 190.250000 1.048602 0.000673 0.979553 0.000191
24.000000 30.000000 194.500000 203.000000 27.000000 198.750000 1.047906 0.000663 0.979881 0.000192
24.000000 30.000000 203.000000 220.000000 27.000000 211.500000 1.054071 0.000722 0.978392 0.000203
30.000000 38.000000 58.500000 75.500000 34.000000 67.000000 1.019246 0.000437 0.975792 0.000138
30.000000 38.000000 75.500000 84.000000 34.000000 79.750000 1.016798 0.000518 0.978031 0.000168
30.000000 38.000000 84.000000 92.500000 34.000000 88.250000 1.027094 0.000520 0.978421 0.000170
30.000000 38.000000 92.500000 101.000000 34.000000 96.750000 1.027251 0.000529 0.978361 0.000171
30.000000 38.000000 101.000000 109.500000 34.000000 105.250000 1.030625 0.000545 0.981822 0.000175
30.000000 38.000000 109.500000 118.000000 34.000000 113.750000 1.030517 0.000551 0.980284 0.000177
30.000000 38.000000 118.000000 126.500000 34.000000 122.250000 1.030382 0.000560 0.978844 0.000181
30.000000 38.000000 126.500000 135.000000 34.000000 130.750000 1.033372 0.000564 0.980764 0.000182
30.000000 38.000000 135.000000 143.500000 34.000000 139.250000 1.032566 0.000576 0.981009 0.000186
30.000000 38.000000 143.500000 152.000000 34.000000 147.750000 1.033366 0.000586 0.980569 0.000185
30.000000 38.000000 152.000000 160.500000 34.000000 156.250000 1.033656 0.000594 0.979241 0.000187
30.000000 38.000000 160.500000 169.000000 34.000000 164.750000 1.033391 0.000602 0.979600 0.000189
30.000000 38.000000 169.000000 177.500000 34.000000 173.250000 1.032780 0.000602 0.982077 0.000190
30.000000 38.000000 177.500000 186.000000 34.000000 181.750000 1.037447 0.000601 0.981218 0.000189
30.000000 38.000000 186.000000 194.500000 34.000000 190.250000 1.037319 0.000606 0.979695 0.000193
30.000000 38.000000 194.500000 203.000000 34.000000 198.750000 1.036049 0.000603 0.981216 0.000195
30.000000 38.000000 203.000000 220.000000 34.000000 211.500000 1.036387 0.000669 0.979087 0.000211
38.000000 46.000000 58.500000 75.500000 42.000000 67.000000 1.002649 0.000496 0.980352 0.000171
38.000000 46.000000 75.500000 84.000000 42.000000 79.750000 1.006109 0.000591 0.984998 0.000200
38.000000 46.000000 84.000000 92.500000 42.000000 88.250000 0.994332 0.000586 0.985911 0.000203
38.000000 46.000000 92.500000 101.000000 42.000000 96.750000 1.000876 0.000591 0.985717 0.000206
38.000000 46.000000 101.000000 109.500000 42.000000 105.250000 1.004086 0.000608 0.986110 0.000210
38.000000 46.000000 109.500000 118.000000 42.000000 113.750000 1.015078 0.000619 0.986921 0.000214
38.000000 46.000000 118.000000 126.500000 42.000000 122.250000 1.015011 0.000632 0.985955 0.000215
38.000000 46.000000 126.500000 135.000000 42.000000 130.750000 1.005607 0.000642 0.987691 0.000222
38.000000 46.000000 135.000000 143.500000 42.000000 139.250000 1.010688 0.000652 0.986557 0.000225
38.000000 46.000000 143.500000 152.000000 42.000000 147.750000 1.009189 0.000649 0.985869 0.000229
38.000000 46.000000 152.000000 160.500000 42.000000 156.250000 1.010676 0.000664 0.986718 0.000226
38.000000 46.000000 160.500000 169.000000 42.000000 164.750000 1.016439 0.000680 0.988150 0.000227
38.000000 46.000000 169.000000 177.500000 42.000000 173.250000 1.020763 0.000681 0.986624 0.000229
38.000000 46.000000 177.500000 186.000000 42.000000 181.750000 1.010701 0.000684 0.985925 0.000229
38.000000 46.000000 186.000000 194.500000 42.000000 190.250000 1.017334 0.000688 0.986328 0.000231
38.000000 46.000000 194.500000 203.000000 42.000000 198.750000 1.018028 0.000692 0.985614 0.000232
38.000000 46.000000 203.000000 220.000000 42.000000 211.500000 1.015170 0.000785 0.983554 0.000257
46.000000 56.000000 58.500000 75.500000 51.000000 67.000000 1.000473 0.000571 0.984962 0.000225
46.000000 56.000000 75.500000 84.000000 51.000000 79.750000 1.001986 0.000676 0.991303 0.000264
46.000000 56.000000 84.000000 92.500000 51.000000 88.250000 1.004588 0.000662 0.990113 0.000267
46.000000 56.000000 92.500000 101.000000 51.000000 96.750000 1.004307 0.000678 0.992330 0.000263
46.000000 56.000000 101.000000 109.500000 51.000000 105.250000 1.020313 0.000687 0.992057 0.000267
46.000000 56.000000 109.500000 118.000000 51.000000 113.750000 1.015721 0.000702 0.991285 0.000275
46.000000 56.000000 118.000000 126.500000 51.000000 122.250000 1.020933 0.000708 0.991916 0.000275
46.000000 56.000000 126.500000 135.000000 51.000000 130.750000 1.011278 0.000720 0.992702 0.000281
46.000000 56.000000 135.000000 143.500000 51.000000 139.250000 1.021003 0.000729 0.992527 0.000278
46.000000 56.000000 143.500000 152.000000 51.000000 147.750000 1.009053 0.000739 0.991519 0.000285
46.000000 56.000000 152.000000 160.500000 51.000000 156.250000 1.015218 0.000748 0.992594 0.000288
46.000000 56.000000 160.500000 169.000000 51.000000 164.750000 1.010164 0.000765 0.990287 0.000286
46.000000 56.000000 169.000000 177.500000 51.000000 173.250000 1.030237 0.000761 0.990564 0.000286
46.000000 56.000000 177.500000 186.000000 51.000000 181.750000 1.020756 0.000788 0.992522 0.000293
46.000000 56.000000 186.000000 194.500000 51.000000 190.250000 1.030723 0.000785 0.989964 0.000301
46.000000 56.000000 194.500000 203.000000 51.000000 198.750000 1.037003 0.000783 0.988174 0.000294
46.000000 56.000000 203.000000 220.000000 51.000000 211.500000 1.015968 0.000863 0.982630 0.000337
56.000000 90.000000 58.500000 75.500000 73.000000 67.000000 0.982840 0.000742 0.984611 0.000355
56.000000 90.000000 75.500000 84.000000 73.000000 79.750000 0.973243 0.000855 0.991979 0.000406
56.000000 90.000000 84.000000 92.500000 73.000000 88.250000 0.977497 0.000827 0.989487 0.000396
56.000000 90.000000 92.500000 101.000000 73.000000 96.750000 0.978995 0.000831 0.986026 0.000407
56.000000 90.000000 101.000000 109.500000 73.000000 105.250000 0.988115 0.000847 0.989622 0.000409
56.000000 90.000000 109.500000 118.000000 73.000000 113.750000 0.989111 0.000871 0.991893 0.000417
56.000000 90.000000 118.000000 126.500000 73.000000 122.250000 0.987837 0.000898 0.990554 0.000418
56.000000 90.000000 126.500000 135.000000 73.000000 130.750000 0.991304 0.000911 0.989879 0.000420
56.000000 90.000000 135.000000 143.500000 73.000000 139.250000 0.995753 0.000937 0.991471 0.000435
56.000000 90.000000 143.500000 152.000000 73.000000 147.750000 0.996969 0.000953 0.991036 0.000432
56.000000 90.000000 152.000000 160.500000 73.000000 156.250000 1.007102 0.000965 0.987531 0.000448
56.000000 90.000000 160.500000 169.000000 73.000000 164.750000 1.019594 0.000976 0.990911 0.000432
56.000000 90.000000 169.000000 177.500000 73.000000 173.250000 1.031328 0.000983 0.992066 0.000433
56.000000 90.000000 177.500000 186.000000 73.000000 181.750000 1.036268 0.000996 0.993940 0.000440
56.000000 90.000000 186.000000 194.500000 73.000000 190.250000 1.037518 0.001008 0.988820 0.000445
56.000000 90.000000 194.500000 203.000000 73.000000 198.750000 1.034872 0.001010 0.989647 0.000438
56.000000 90.000000 203.000000 220.000000 73.000000 211.500000 1.032728 0.001183 0.981251 0.000520
