# theta_low theta_high x_low x_high theta_center x_center ratio_integral err_integral ratio_width err_width
0.000000 6.000000 58.500000 75.500000 3.000000 67.000000 1.015861 0.000304 1.034091 0.000124
0.000000 6.000000 75.500000 84.000000 3.000000 79.750000 1.023217 0.000367 1.038772 0.000149
0.000000 6.000000 84.000000 92.500000 3.000000 88.250000 1.023028 0.000371 1.035867 0.000148
0.000000 6.000000 92.500000 101.000000 3.000000 96.750000 1.017494 0.000374 1.035867 0.000147
0.000000 6.000000 101.000000 109.500000 3.000000 105.250000 1.010706 0.000379 1.037457 0.000152
0.000000 6.000000 109.500000 118.000000 3.000000 113.750000 1.015358 0.000378 1.036771 0.000152
0.000000 6.000000 118.000000 126.500000 3.000000 122.250000 1.026740 0.000387 1.038857 0.000154
0.000000 6.000000 126.500000 135.000000 3.000000 130.750000 1.026952 0.000390 1.037008 0.000155
0.000000 6.000000 135.000000 143.500000 3.000000 139.250000 1.011378 0.000384 1.035622 0.000155
0.000000 6.000000 143.500000 152.000000 3.000000 147.750000 1.020348 0.000396 1.036651 0.000159
0.000000 6.000000 152.000000 160.500000 3.000000 156.250000 1.021057 0.000405 1.035808 0.000161
0.000000 6.000000 160.500000 169.000000 3.000000 164.750000 1.021220 0.000419 1.037471 0.000164
0.000000 6.000000 169.000000 177.500000 3.000000 173.250000 1.012433 0.000409 1.038213 0.000165
0.000000 6.000000 177.500000 186.000000 3.000000 181.750000 1.015985 0.000413 1.038871 0.000164
0.000000 6.000000 186.000000 194.500000 3.000000 190.250000 1.021964 0.000433 1.038146 0.000168
0.000000 6.000000 194.500000 203.000000 3.000000 198.750000 1.025608 0.000427 1.038456 0.000168
0.000000 6.000000 203.000000 220.000000 3.000000 211.500000 1.022230 0.000452 1.037142 0.000178
6.000000 12.000000 58.500000 75.500000 9.000000 67.000000 1.031462 0.000235 1.028333 0.000107
6.000000 12.000000 75.500000 84.000000 9.000000 79.750000 1.022819 0.000282 1.032124 0.000130
6.000000 12.000000 84.000000 92.500000 9.000000 88.250000 1.023055 0.000284 1.033937 0.000131
6.000000 12.000000 92.500000 101.000000 9.000000 96.750000 1.019874 0.000288 1.032622 0.000132
6.000000 12.000000 101.000000 109.500000 9.000000 105.250000 1.018423 0.000291 1.031441 0.000134
6.000000 12.000000 109.500000 118.000000 9.000000 113.750000 1.015611 0.000291 1.031048 0.000135
6.000000 12.000000 118.000000 126.500000 9.000000 122.250000 1.022059 0.000295 1.032103 0.000139
6.000000 12.000000 126.500000 135.000000 9.000000 130.750000 1.020801 0.000302 1.030893 0.000138
6.000000 12.000000 135.000000 143.500000 9.000000 139.250000 1.022032 0.000303 1.033169 0.000141
6.000000 12.000000 143.500000 152.000000 9.000000 147.750000 1.018327 0.000299 1.033217 0.000140
6.000000 12.000000 152.000000 160.500000 9.000000 156.250000 1.018798 0.000304 1.033272 0.000141
6.000000 12.000000 160.500000 169.000000 9.000000 164.750000 1.023111 0.000305 1.034178 0.000143
6.000000 12.000000 169.000000 177.500000 9.000000 173.250000 1.015910 0.000312 1.032615 0.000145
6.000000 12.000000 177.500000 186.000000 9.000000 181.750000 1.017730 0.000313 1.031642 0.000146
6.000000 12.000000 186.000000 194.500000 9.000000 190.250000 1.018135 0.000316 1.033185 0.000145
6.000000 12.000000 194.500000 203.000000 9.000000 198.750000 1.017056 0.000314 1.032320 0.000147
6.000000 12.000000 203.000000 220.000000 9.000000 211.500000 1.014302 0.000346 1.029166 0.000157
12.000000 18.000000 58.500000 75.500000 15.000000 67.000000 1.033932 0.000252 1.041481 0.000117
12.000000 18.000000 75.500000 84.000000 15.000000 79.750000 1.028763 0.000300 1.044601 0.000140
12.000000 18.000000 84.000000 92.500000 15.000000 88.250000 1.031053 0.000305 1.046297 0.000143
12.000000 18.000000 92.500000 101.000000 15.000000 96.750000 1.031320 0.000317 1.047132 0.000146
12.000000 18.000000 101.000000 109.500000 15.000000 105.250000 1.028066 0.000319 1.047736 0.000150
12.000000 18.000000 109.500000 118.000000 15.000000 113.750000 1.024432 0.000328 1.046507 0.000151
12.000000 18.000000 118.000000 126.500000 15.000000 122.250000 1.025276 0.000323 1.046187 0.000154
12.000000 18.000000 126.500000 135.000000 15.000000 130.750000 1.025376 0.000330 1.046027 0.000154
12.000000 18.000000 135.000000 143.500000 15.000000 139.250000 1.026106 0.000330 1.043853 0.000156
12.000000 18.000000 143.500000 152.000000 15.000000 147.750000 1.028153 0.000330 1.046481 0.000155
12.000000 18.000000 152.000000 160.500000 15.000000 156.250000 1.031067 0.000328 1.045107 0.000155
12.000000 18.000000 160.500000 169.000000 15.000000 164.750000 1.031003 0.000329 1.047220 0.000156
12.000000 18.000000 169.000000 177.500000 15.000000 173.250000 1.033234 0.000329 1.045839 0.000157
12.000000 18.000000 177.500000 186.000000 15.000000 181.750000 1.036959 0.000334 1.046742 0.000159
12.000000 18.000000 186.000000 194.500000 15.000000 190.250000 1.034864 0.000335 1.045093 0.000160
12.000000 18.000000 194.500000 203.000000 15.000000 198.750000 1.031402 0.000346 1.045166 0.000164
