# theta_low theta_high x_low x_high theta_center x_center ratio_integral err_integral ratio_width err_width
0.000000 6.000000 208.500000 225.500000 3.000000 217.000000 1.069422 0.000753 0.921462 0.000173
0.000000 6.000000 225.500000 234.000000 3.000000 229.750000 1.078760 0.001064 0.919313 0.000229
0.000000 6.000000 234.000000 242.500000 3.000000 238.250000 1.070958 0.001140 0.920451 0.000237
0.000000 6.000000 242.500000 251.000000 3.000000 246.750000 1.035947 0.001072 0.921826 0.000241
0.000000 6.000000 251.000000 259.500000 3.000000 255.250000 1.071988 0.001066 0.921598 0.000227
0.000000 6.000000 259.500000 268.000000 3.000000 263.750000 1.084587 0.001094 0.920754 0.000231
0.000000 6.000000 268.000000 276.500000 3.000000 272.250000 1.094863 0.001100 0.918475 0.000223
0.000000 6.000000 276.500000 285.000000 3.000000 280.750000 1.079212 0.001039 0.919459 0.000218
0.000000 6.000000 285.000000 293.500000 3.000000 289.250000 1.076519 0.001034 0.916070 0.000214
0.000000 6.000000 293.500000 302.000000 3.000000 297.750000 1.074143 0.001026 0.919384 0.000219
0.000000 6.000000 302.000000 310.500000 3.000000 306.250000 1.061437 0.001006 0.918907 0.000212
0.000000 6.000000 310.500000 319.000000 3.000000 314.750000 1.063579 0.001037 0.916241 0.000204
0.000000 6.000000 319.000000 327.500000 3.000000 323.250000 1.090083 0.001031 0.913589 0.000205
0.000000 6.000000 327.500000 336.000000 3.000000 331.750000 1.078799 0.000990 0.919472 0.000209
0.000000 6.000000 336.000000 344.500000 3.000000 340.250000 1.069289 0.001092 0.915711 0.000218
0.000000 6.000000 344.500000 353.000000 3.000000 348.750000 1.083161 0.001123 0.918505 0.000224
0.000000 6.000000 353.000000 370.000000 3.000000 361.500000 1.087626 0.001531 0.912642 0.000286
6.000000 12.000000 208.500000 225.500000 9.000000 217.000000 1.029558 0.000553 0.934204 0.000150
6.000000 12.000000 225.500000 234.000000 9.000000 229.750000 1.009352 0.000714 0.932880 0.000196
6.000000 12.000000 234.000000 242.500000 9.000000 238.250000 1.021557 0.000757 0.932691 0.000201
6.000000 12.000000 242.500000 251.000000 9.000000 246.750000 1.026863 0.000755 0.934074 0.000206
6.000000 12.000000 251.000000 259.500000 9.000000 255.250000 1.008320 0.000766 0.932306 0.000202
6.000000 12.000000 259.500000 268.000000 9.000000 263.750000 1.012584 0.000770 0.932176 0.000199
6.000000 12.000000 268.000000 276.500000 9.000000 272.250000 1.004125 0.000794 0.930022 0.000204
