# theta_low theta_high x_low x_high theta_center x_center ratio_integral err_integral ratio_width err_width
0.000000 6.000000 58.500000 75.500000 3.000000 67.000000 1.013716 0.000545 0.984452 0.000142
0.000000 6.000000 75.500000 84.000000 3.000000 79.750000 1.025401 0.000717 0.985676 0.000183
0.000000 6.000000 84.000000 92.500000 3.000000 88.250000 1.023822 0.000726 0.983534 0.000187
0.000000 6.000000 92.500000 101.000000 3.000000 96.750000 1.011110 0.000685 0.986504 0.000193
0.000000 6.000000 101.000000 109.500000 3.000000 105.250000 1.012219 0.000713 0.986286 0.000194
0.000000 6.000000 109.500000 118.000000 3.000000 113.750000 0.980410 0.000689 0.983089 0.000185
0.000000 6.000000 118.000000 126.500000 3.000000 122.250000 1.007455 0.000675 0.986472 0.000192
0.000000 6.000000 126.500000 135.000000 3.000000 130.750000 1.001525 0.000728 0.985422 0.000189
0.000000 6.000000 135.000000 143.500000 3.000000 139.250000 1.002524 0.000728 0.986705 0.000198
0.000000 6.000000 143.500000 152.000000 3.000000 147.750000 1.010083 0.000727 0.986413 0.000191
0.000000 6.000000 152.000000 160.500000 3.000000 156.250000 1.012284 0.000725 0.986114 0.000202
0.000000 6.000000 160.500000 169.000000 3.000000 164.750000 1.030031 0.000687 0.990682 0.000202
0.000000 6.000000 169.000000 177.500000 3.000000 173.250000 1.027029 0.000742 0.990229 0.000201
0.000000 6.000000 177.500000 186.000000 3.000000 181.750000 1.038248 0.000732 0.989523 0.000203
0.000000 6.000000 186.000000 194.500000 3.000000 190.250000 1.011128 0.000695 0.992620 0.000214
0.000000 6.000000 194.500000 203.000000 3.000000 198.750000 1.014510 0.000726 0.994399 0.000222
0.000000 6.000000 203.000000 220.000000 3.000000 211.500000 1.039136 0.000844 0.991617 0.000247
6.000000 12.000000 58.500000 75.500000 9.000000 67.000000 1.014710 0.000481 0.993258 0.000132
6.000000 12.000000 75.500000 84.000000 9.000000 79.750000 1.015288 0.000557 0.994995 0.000159
6.000000 12.000000 84.000000 92.500000 9.000000 88.250000 1.013766 0.000572 0.994252 0.000165
6.000000 12.000000 92.500000 101.000000 9.000000 96.750000 1.021929 0.000587 0.992855 0.000163
6.000000 12.000000 101.000000 109.500000 9.000000 105.250000 1.011635 0.000602 0.994615 0.000168
6.000000 12.000000 109.500000 118.000000 9.000000 113.750000 1.014854 0.000609 0.996023 0.000173
6.000000 12.000000 118.000000 126.500000 9.000000 122.250000 1.016998 0.000601 0.995675 0.000175
6.000000 12.000000 126.500000 135.000000 9.000000 130.750000 1.016355 0.000583 0.996185 0.000176
6.000000 12.000000 135.000000 143.500000 9.000000 139.250000 1.023498 0.000612 0.995702 0.000181
6.000000 12.000000 143.500000 152.000000 9.000000 147.750000 1.025256 0.000595 0.996492 0.000184
6.000000 12.000000 152.000000 160.500000 9.000000 156.250000 1.028835 0.000598 0.996179 0.000185
6.000000 12.000000 160.500000 169.000000 9.000000 164.750000 1.041847 0.000598 0.998318 0.000185
6.000000 12.000000 169.000000 177.500000 9.000000 173.250000 1.037953 0.000587 0.999791 0.000185
6.000000 12.000000 177.500000 186.000000 9.000000 181.750000 1.030212 0.000594 0.998311 0.000188
6.000000 12.000000 186.000000 194.500000 9.000000 190.250000 1.036273 0.000597 0.999270 0.000192
6.000000 12.000000 194.500000 203.000000 9.000000 198.750000 1.032547 0.000584 1.000154 0.000197
6.000000 12.000000 203.000000 220.000000 9.000000 211.500000 1.039898 0.000637 1.003884 0.000218
12.000000 18.000000 58.500000 75.500000 15.000000 67.000000 1.009191 0.000488 0.998032 0.000129
12.000000 18.000000 75.500000 84.000000 15.000000 79.750000 0.997003 0.000578 1.000790 0.000161
12.000000 18.000000 84.000000 92.500000 15.000000 88.250000 1.001529 0.000588 1.000542 0.000168
12.000000 18.000000 92.500000 101.000000 15.000000 96.750000 1.005290 0.000590 1.001374 0.000168
12.000000 18.000000 101.000000 109.500000 15.000000 105.250000 1.011952 0.000593 1.001594 0.000174
12.000000 18.000000 109.500000 118.000000 15.000000 113.750000 1.020160 0.000597 1.003175 0.000171
12.000000 18.000000 118.000000 126.500000 15.000000 122.250000 1.017733 0.000590 1.001736 0.000169
12.000000 18.000000 126.500000 135.000000 15.000000 130.750000 1.022266 0.000610 1.002131 0.000172
